texto,groseria
INFINITAS GRACIAS POR TU AYUDA.,0
Infinitas grasias por tu ayuda.,0
Infinitas graxias por tu ayuda.,0
Infinitas grasias por tu ayuda.,0
Gracias infinitas por tu ayuda.,0
gracias infinitas por tu ayuda.,0
GRACIAS INFINITAS POR TU AYUDA.,0
Grasias infinitas por tu ayuda.,0
Graxias infinitas por tu ayuda.,0
Grasias infinitas por tu ayuda.,0
Eres muy amable por ayudarme.,0
eres muy amable por ayudarme.,0
ERES MUY AMABLE POR AYUDARME.,0
Eres mui amable por ayudarme.,0
Eres muy amáble por ayudarme.,0
Eres mui amáble por ayudarme.,0
No sé cómo agradecerte por tu ayuda.,0
no sé cómo agradecerte por tu ayuda.,0
NO SÉ CÓMO AGRADECERTE POR TU AYUDA.,0
No sé ke agradecerte por tu ayuda.,0
No se komo agradecerte por tu ayuda.,0
No sé komo agradecerte por tu ayuda.,0
Thank you for your help.,0
I appreciate your help.,0
Thank you very much for helping me.,0
Thanks for all your support.,0
I'm very grateful for your help.,0
Thank you for your time and help.,0
I thank you from the bottom of my heart.,0
Thank you for being there to help me.,0
I value your help very much.,0
A thousand thanks for your help.,0
I give you thanks for helping me.,0
Infinite thanks for your help.,0
Endless thanks for your help.,0
You are very kind for helping me.,0
I don’t know how to thank you for your help.,0
Fuiste muy amable.,0
Eres muy amable.,0
Has sido muy amable.,0
Eres muy considerado.,0
Eres muy cortés.,0
Fuiste muy atento.,0
Eres muy gentil.,0
Fuiste muy servicial.,0
Eres muy generoso.,0
Has sido muy cordial.,0
Eres muy simpático.,0
Fuiste muy educado.,0
Eres muy agradable.,0
Fuiste muy complaciente.,0
Eres muy amigable.,0
Fuiste muy amable.,0
fuiste muy amable.,0
FUISTE MUY AMABLE.,0
Fuiste mui amable.,0
Fuiste muy amáble.,0
Fuiste muy amable.,0
Eres muy amable.,0
eres muy amable.,0
ERES MUY AMABLE.,0
Eres mui amable.,0
Eres muy amáble.,0
Has sido muy amable.,0
has sido muy amable.,0
HAS SIDO MUY AMABLE.,0
Has sido mui amable.,0
Has sido muy amáble.,0
Eres muy considerado.,0
eres muy considerado.,0
ERES MUY CONSIDERADO.,0
Eres mui considerado.,0
Eres muy konsiderado.,0
Eres muy cortés.,0
eres muy cortés.,0
ERES MUY CORTÉS.,0
Eres mui cortés.,0
Eres muy kortés.,0
Fuiste muy atento.,0
fuiste muy atento.,0
FUISTE MUY ATENTO.,0
Fuiste mui atento.,0
Fuiste muy atiento.,0
Eres muy gentil.,0
eres muy gentil.,0
ERES MUY GENTIL.,0
Eres mui gentil.,0
Eres muy jentil.,0
Fuiste muy servicial.,0
fuiste muy servicial.,0
FUISTE MUY SERVICIAL.,0
Fuiste mui servicial.,0
Fuiste muy servizial.,0
Eres muy generoso.,0
eres muy generoso.,0
ERES MUY GENEROSO.,0
Eres mui generoso.,0
Eres muy jeneroso.,0
Has sido muy cordial.,0
has sido muy cordial.,0
HAS SIDO MUY CORDIAL.,0
Has sido mui cordial.,0
Has sido muy kordial.,0
Eres muy simpático.,0
eres muy simpático.,0
ERES MUY SIMPÁTICO.,0
Eres mui simpático.,0
Eres muy simpátiko.,0
Fuiste muy educado.,0
fuiste muy educado.,0
FUISTE MUY EDUCADO.,0
Fuiste mui educado.,0
Fuiste muy edicado.,0
Eres muy agradable.,0
eres muy agradable.,0
ERES MUY AGRADABLE.,0
Eres mui agradable.,0
Eres muy agrádable.,0
Fuiste muy complaciente.,0
fuiste muy complaciente.,0
FUISTE MUY COMPLACIENTE.,0
Fuiste mui complaciente.,0
Fuiste muy komplasciente.,0
Eres muy amigable.,0
eres muy amigable.,0
ERES MUY AMIGABLE.,0
Eres mui amigable.,0
Eres muy amígable.,0
You were very kind.,0
You are very kind.,0
You have been very kind.,0
You are very considerate.,0
You are very courteous.,0
You were very attentive.,0
You are very gentle.,0
You were very helpful.,0
You are very generous.,0
You have been very cordial.,0
You are very nice.,0
You were very polite.,0
You are very pleasant.,0
You were very accommodating.,0
You are very friendly.,0
Te explico.,0
Te voy a explicar.,0
Te aclaro.,0
Te detallo.,0
Te describo.,0
Te cuento.,0
Te relato.,0
Te informo.,0
Te expongo.,0
Te especifico.,0
Te manifiesto.,0
Te declaro.,0
Te indico.,0
Te narro.,0
Te hago saber.,0
Te explico.,0
te explico.,0
TE EXPLICO.,0
Te espliko.,0
Te esplíco.,0
Te explico.,0
Te voy a explicar.,0
te voy a explicar.,0
TE VOY A EXPLICAR.,0
Te voi a explicar.,0
Te voi a esplikar.,0
Te aclaro.,0
te aclaro.,0
TE ACLARO.,0
Te aclaro.,0
Te aklaro.,0
Te detallo.,0
te detallo.,0
TE DETALLO.,0
Te detaylo.,0
Te detayó.,0
Te describo.,0
te describo.,0
TE DESCRIBO.,0
Te dekribo.,0
Te dekríbo.,0
Te cuento.,0
te cuento.,0
TE CUENTO.,0
Te kuento.,0
Te kuénto.,0
Te relato.,0
te relato.,0
TE RELATO.,0
Te relato.,0
Te rrelato.,0
Te informo.,0
te informo.,0
TE INFORMO.,0
Te informo.,0
Te infórmo.,0
Te expongo.,0
te expongo.,0
TE EXPONGO.,0
Te espongo.,0
Te expóngo.,0
Te especifico.,0
te especifico.,0
TE ESPECIFICO.,0
Te espesifico.,0
Te espesifíco.,0
Te manifiesto.,0
te manifiesto.,0
TE MANIFIESTO.,0
Te manifiesto.,0
Te manifiessto.,0
Te declaro.,0
te declaro.,0
TE DECLARO.,0
Te declaro.,0
Te decláro.,0
Te indico.,0
te indico.,0
TE INDICO.,0
Te indiko.,0
Te índico.,0
Te narro.,0
te narro.,0
TE NARRO.,0
Te narro.,0
Te nárró.,0
Te hago saber.,0
te hago saber.,0
TE HAGO SABER.,0
Te ago saber.,0
Te hago saver.,0
"Hola, ¿cómo estás?",0
Tengo hambre,0
Te quiero mucho,0
Me gusta el helado,0
Tengo hambre,0
Te quiero mucho,0
Vamos al cine,0
Feliz cumpleaños,0
Me encanta este lugar,0
Buena suerte en tu examen,0
¿Puedo ayudarte?,0
Gracias por tu ayuda,0
Nos vemos mañana,0
Qué sorpresa verte aquí,0
Este libro es interesante,0
¿Qué planes tienes para hoy?,0
Estoy muy emocionado,0
Voy a la tienda,0
¿Quieres un café?,0
¿Cómo te ha ido?,0
Hasta luego,0
¿Qué tal tu día?,0
Voy a hacer ejercicio,0
Necesito un descanso,0
Estoy muy cansado,0
Vamos a comer,0
¿Qué piensas de esto?,0
Es un día hermoso,0
Voy a estudiar,0
Me encanta tu sonrisa,0
¿Quieres salir conmigo?,0
Vamos a la playa,0
¿Dónde vives?,0
Te veo después,0
Qué bueno verte,0
Necesito ayuda con esto,0
Tengo una reunión,0
Qué divertido,0
Vamos a jugar fútbol,0
¿Puedes prestarme eso?,0
Te felicito por tu logro,0
Qué emocionante,0
Voy a preparar la cena,0
¿Quieres un postre?,0
Me gustó esa película,0
¿Puedes pasarme la sal?,0
Necesito comprar ropa,0
Me siento feliz,0
Voy a leer un libro,0
Qué interesante,0
Estoy aprendiendo algo nuevo,0
Es un placer conocerte,0
Vamos a caminar,0
Disfruto de tu compañía,0
"Hola, buen día.",0
"hola, buen día.",0
"HOLA, BUEN DÍA.",0
"Ola, buen día.",0
"Holá, buen día.",0
"Buenos días, ¿cómo estás?",0
"buenos días, ¿cómo estás?",0
"BUENOS DÍAS, ¿CÓMO ESTÁS?",0
"Buenos dias, ¿cómo estas?",0
"Buenos días, ¿cómo tas?",0
"Buenas tardes, ¿qué tal?",0
"buenas tardes, ¿qué tal?",0
"BUENAS TARDES, ¿QUÉ TAL?",0
"Buenas tardes, ¿ké tal?",0
"Buenas tardes, ¿qué tal?",0
"Buenas noches, ¿cómo te va?",0
"buenas noches, ¿cómo te va?",0
"BUENAS NOCHES, ¿CÓMO TE VA?",0
"Buenas noches, ¿cómo te va?",0
"Buenas noches, ¿komo te va?",0
¡Hola a todos!,0
¡hola a todos!,0
¡HOLA A TODOS!,0
¡Ola a todos!,0
¡Holá a todos!,0
"¿Qué pasa, amigo?",0
"¿qué pasa, amigo?",0
"¿QUÉ PASA, AMIGO?",0
"¿Ké pasa, amigo?",0
"¿Q pasa, amigo?",0
"¿Cómo andas, compañero?",0
"¿cómo andas, compañero?",0
"¿CÓMO ANDAS, COMPAÑERO?",0
"¿Kómo andas, compañero?",0
"¿Kómo andas, kompañero?",0
"Saludos, ¿todo bien?",0
"saludos, ¿todo bien?",0
"SALUDOS, ¿TODO BIEN?",0
"Saludos, ¿to2 bien?",0
"Saludos, ¿t0d0 bien?",0
"Buen día, ¿qué cuentas?",0
"buen día, ¿qué cuentas?",0
"BUEN DÍA, ¿QUÉ CUENTAS?",0
"Buen dia, ¿qué cuentas?",0
"Buen día, ¿ké cuentas?",0
"¡Hey, qué hay de nuevo!",0
"¡hey, qué hay de nuevo!",0
"¡HEY, QUÉ HAY DE NUEVO!",0
"¡Ey, qué hay de nuevo!",0
"¡Ey, ké hay de nuevo!",0
"Hello, good morning.",0
"Good morning, how are you?",0
"Good afternoon, what's up?",0
"Good evening, how are you doing?",0
Hi everyone!,0
"What's up, friend?",0
"How are you, buddy?",0
"Greetings, everything okay?",0
"Good day, what's new?",0
"Hey, what's up?",0
"Hola, ¿cómo estás? Quisiera que te vayas a la verga.",1
"Buen día, espero que te caigas y te rompas la madre.",1
"Buenos días, ojalá te ahogues en tu propia mierda.",1
"Buenas tardes, ¿qué tal? Vete a la mierda.",1
"Buenas noches, espero que te mueras de una vez.",1
"¿Qué pasa, amigo? Chinga tu madre.",1
"¿Cómo andas, compañero? Vete a la chingada.",1
"Saludos, ¿todo bien? Ojalá te pudras en el infierno.",1
"Buen día, ¿qué cuentas? Métete tu opinión por el culo.",1
"¡Hey, qué hay de nuevo! Eres un puto imbécil.",1
"Hello, how are you? Go fuck yourself.",1
"Good morning, hope you fall and break your neck.",1
"Good afternoon, what's up? Fuck off.",1
"Good evening, how are you doing? Go to hell.",1
Hi everyone! Eat shit and die.,1
"What's up, friend? Fuck your mother.",1
"How are you, buddy? Get lost, asshole.",1
"Greetings, everything okay? You're a fucking idiot.",1
"Good day, what's new? Shove it up your ass.",1
"Hey, what's up? Go screw yourself.",1
"Hola, ¿cómo estás? Quisiera que te vayas a la verga.",1
"hola, ¿cómo estás? Quisiera que te vayas a la verga.",1
"HOLA, ¿CÓMO ESTÁS? QUISIERA QUE TE VAYAS A LA VERGA.",1
"Ola, ¿cómo estás? Kisiera ke te vayas a la verga.",1
"Holá, ¿cómo estás? Quisiera que te vayas a la verga.",1
"Buen día, espero que te caigas y te rompas la madre.",1
"buen día, espero que te caigas y te rompas la madre.",1
"BUEN DÍA, ESPERO QUE TE CAIGAS Y TE ROMPAS LA MADRE.",1
"Buen dia, espero ke te kaigas y te rompas la madre.",1
"Buen día, espero que te caigas y te rompas la madre.",1
"Hola, tu mamá me mando a chingar mi madre hoy, pero dile que esta bien pendeja?",1
"Hola, perdon por la palabrota pero que chingados te pasoo ",1
"Hola, ¿qué tal? Métete tu opinión por el culo.",1
"Buen día, espero que te pudras.",1
"Buenos días, que te jodan.",1
"Buenas tardes, espero que te ahogues en tu propia mierda.",1
"Buenas noches, ¿cómo estás? Ojalá te atragantes.",1
"¿Qué tal, amigo? Eres un pedazo de mierda.",1
"¿Cómo te va, compañero? Vete a la verga.",1
"Saludos, ¿todo bien? Eres un inútil.",1
"Buen día, ¿qué tal? Que te den por culo.",1
"¡Hey, qué pasa! Eres una mierda de persona.",1
"Hello, how's it going? Go to hell.",1
"Good morning, wish you drown in shit.",1
"Good afternoon, hope you choke.",1
"Good evening, you piece of shit.",1
Hi everyone! Fuck off and die.,1
"What's up, friend? You're a waste of space.",1
"How are you, buddy? Get lost, motherfucker.",1
"Greetings, everything okay? You're a shithead.",1
"Good day, what's new? Go fuck yourself.",1
"Hey, what's up? You fucking loser.",1
"Hola, ¿qué tal? Métete tu opinión por el culo.",1
"hola, ¿qué tal? Métete tu opinión por el culo.",1
"HOLA, ¿QUÉ TAL? MÉTETE TU OPINIÓN POR EL CULO.",1
"Ola, ¿qué tal? Metete tu opinión por el kulo.",1
"Holá, ¿qué tal? Métete tu opinión por el culo.",1
"Buen día, espero que te pudras.",1
"buen día, espero que te pudras.",1
"BUEN DÍA, ESPERO QUE TE PUDRAS.",1
"Buen dia, espero ke te pudras.",1
"Buen día, espero que te pudras.",1
"Hola, ¿cómo te va? Ojalá te parta un rayo.",1
"Buen día, ¿cómo andas? Eres un imbécil.",1
"Buenos días, espero que te pudras en el infierno.",1
"Buenas tardes, ¿qué tal? Vete a la mierda.",1
"Buenas noches, que te den.",1
"¿Qué pasa, colega? Eres un cabrón.",1
"¿Cómo vas, amigo? Vete al carajo.",1
"Saludos, ¿todo bien? Eres un desgraciado.",1
"Buen día, ¿qué cuentas? Eres un gilipollas.",1
"¡Hey, cómo estás! Me cago en ti.",1
"Hello, how are you doing? Go fuck yourself.",1
"Good morning, you piece of shit.",1
"Good afternoon, hope you die.",1
"Good evening, you fucking asshole.",1
Hi everyone! Screw you.,1
"What's up, pal? You're a prick.",1
"How are you, mate? Drop dead.",1
"Greetings, all good? Fuck yourself.",1
"Good day, how's it going? You cunt.",1
"Hey, what's up? Fuck off and leave.",1
"""¡Qué pendejo eres!""",1
"""Pinche idiota, ¿qué te pasa?""",1
"""Vete a la chingada, no me molestes.""",1
"""Está bien culero lo que hiciste.""",1
"""No mames, ¿en serio pensaste eso?""",1
"""¿Qué pedo con tu actitud?""",1
"""Chinga tu madre, mejor no me hables.""",1
"""Me cagas, siempre arruinando todo.""",1
"""Eres bien puto, ni te atrevas.""",1
"""A la verga, me vale madres lo que pienses.""",1
"Hola, ¿cómo te va? Ojalá te parta un rayo.",1
"hola, ¿cómo te va? Ojalá te parta un rayo.",1
"HOLA, ¿CÓMO TE VA? OJALÁ TE PARTA UN RAYO.",1
"Ola, ¿cómo te va? Ojala te parta un rayo.",1
"Holá, ¿cómo te va? Ojalá te parta un rayo.",1
"Buen día, ¿cómo andas? Eres un imbécil.",1
"buen día, ¿cómo andas? Eres un imbécil.",1
"BUEN DÍA, ¿CÓMO ANDAS? ERES UN IMBÉCIL.",1
"Buen dia, ¿cómo andas? Eres un imbécil.",1
"Buen día, ¿komo andas? Eres un imbécil.",1
"Buenos días, espero que te pudras en el infierno.",1
"buenos días, espero que te pudras en el infierno.",1
"BUENOS DÍAS, ESPERO QUE TE PUDRAS EN EL INFIERNO.",1
"Buenos dias, espero que te pudras en el infierno.",1
"Buenos días, espero ke te pudras en el infierno.",1
"Buenas tardes, ¿qué tal? Vete a la mierda.",1
"buenas tardes, ¿qué tal? Vete a la mierda.",1
"BUENAS TARDES, ¿QUÉ TAL? VETE A LA MIERDA.",1
"Buenas tardes, ¿ké tal? Vete a la mierda.",1
"Buenas tardes, ¿qué tal? Vete a la mierda.",1
"Buenas noches, que te den.",1
"buenas noches, que te den.",1
"BUENAS NOCHES, QUE TE DEN.",1
"Buenas noches, que te den.",1
"Buenas noches, ké te den.",1
"¿Qué pasa, colega? Eres un cabrón.",1
"¿qué pasa, colega? Eres un cabrón.",1
"¿QUÉ PASA, COLEGA? ERES UN CABRÓN.",1
"¿Ké pasa, colega? Eres un cabrón.",1
"¿Q pasa, colega? Eres un cabrón.",1
"¿Cómo vas, amigo? Vete al carajo.",1
"¿cómo vas, amigo? Vete al carajo.",1
"¿CÓMO VAS, AMIGO? VETE AL CARAJO.",1
"¿Kómo vas, amigo? Vete al carajo.",1
"¿Kómo vas, amigo? Vete al karajo.",1
"Saludos, ¿todo bien? Eres un desgraciado.",1
"saludos, ¿todo bien? Eres un desgraciado.",1
"SALUDOS, ¿TODO BIEN? ERES UN DESGRACIADO.",1
"Saludos, ¿to2 bien? Eres un desgraciado.",1
"Saludos, ¿t0d0 bien? Eres un desgraciado.",1
"Buen día, ¿qué cuentas? Eres un gilipollas.",1
"buen día, ¿qué cuentas? Eres un gilipollas.",1
"BUEN DÍA, ¿QUÉ CUENTAS? ERES UN GILIPOLLAS.",1
"Buen dia, ¿qué cuentas? Eres un gilipollas.",1
"Buen día, ¿ké cuentas? Eres un gilipollas.",1
"¡Hey, cómo estás! Me cago en ti.",1
"¡hey, cómo estás! Me cago en ti.",1
"¡HEY, CÓMO ESTÁS! ME CAGO EN TI.",1
"¡Ey, cómo estás! Me cago en ti.",1
"¡Ey, ké estás! Me cago en ti.",1
,1
¡Qué pendejo eres!,1
"Pinche idiota, ¿qué te pasa?",1
"Vete a la chingada, no me molestes.",1
Está bien culero lo que hiciste.,1
"No mames, ¿en serio pensaste eso?",1
¿Qué pedo con tu actitud?,1
"Chinga tu madre, mejor no me hables.",1
"Me cagas, siempre arruinando todo.",1
"Eres bien puto, ni te atrevas.",1
"A la verga, me vale madres lo que pienses.",1
"Hola, ¿qué haces? Eres una basura.",1
"Buen día, ¿cómo estás? Ojalá te pierdas.",1
"Buenos días, idiota.",1
"Buenas tardes, imbécil.",1
"Buenas noches, estúpido.",1
"¿Qué tal, estúpido? Ojalá te jodan.",1
"¿Cómo te va, idiota? Vete a la mierda.",1
"Saludos, inútil.",1
"Buen día, ¿qué tal? Vete a la verga.",1
"¡Hey, estúpido!",1
"Hello, what are you up to? You're a waste of space.",1
"Good morning, asshole.",1
"Good afternoon, you idiot.",1
"Good evening, you moron.",1
"Hi, dumbass!",1
"What's up, loser?",1
"How are you, jerk?",1
"Greetings, idiot.",1
"Good day, you piece of shit.",1
"Hey, asshole!",1
"Hola, ¿qué haces? Eres una basura.",1
"hola, ¿qué haces? Eres una basura.",1
"HOLA, ¿QUÉ HACES? ERES UNA BASURA.",1
"Ola, ¿qué haces? Eres una basura.",1
"Holá, ¿qué haces? Eres una basura.",1
"Buen día, ¿cómo estás? Ojalá te pierdas.",1
"buen día, ¿cómo estás? Ojalá te pierdas.",1
"BUEN DÍA, ¿CÓMO ESTÁS? OJALÁ TE PIERDAS.",1
"Buen dia, ¿cómo estás? Ojala te pierdas.",1
"Buen día, ¿komo estás? Ojalá te pierdas.",1
"Buenos días, idiota.",1
"buenos días, idiota.",1
"BUENOS DÍAS, IDIOTA.",1
"Buenos dias, idiota.",1
"Buenos días, idióta.",1
"Buenas tardes, imbécil.",1
"buenas tardes, imbécil.",1
"BUENAS TARDES, IMBÉCIL.",1
"Buenas tardes, imbésil.",1
"Buenas tardes, imbecil.",1
"Buenas noches, estúpido.",1
"buenas noches, estúpido.",1
"BUENAS NOCHES, ESTÚPIDO.",1
"Buenas noches, estúpído.",1
"Buenas noches, estupido.",1
"¿Qué tal, estúpido? Ojalá te jodan.",1
"¿qué tal, estúpido? Ojalá te jodan.",1
"¿QUÉ TAL, ESTÚPIDO? OJALÁ TE JODAN.",1
"¿Ké tal, estúpido? Ojalá te jodan.",1
"¿Qué tal, estupido? Ojalá te jodan.",1
"¿Cómo te va, idiota? Vete a la mierda.",1
"¿cómo te va, idiota? Vete a la mierda.",1
"¿CÓMO TE VA, IDIOTA? VETE A LA MIERDA.",1
"¿Kómo te va, idiota? Vete a la mierda.",1
"¿Kómo te va, idióta? Vete a la mierda.",1
"Saludos, inútil.",1
"saludos, inútil.",1
"SALUDOS, INÚTIL.",1
"Saludos, inútil.",1
"Saludos, inutíl.",1
"Buen día, ¿qué tal? Vete a la verga.",1
"buen día, ¿qué tal? Vete a la verga.",1
"BUEN DÍA, ¿QUÉ TAL? VETE A LA VERGA.",1
"Buen dia, ¿qué tal? Vete a la verga.",1
"Buen día, ¿ké tal? Vete a la verga.",1
"¡Hey, estúpido!",1
"¡hey, estúpido!",1
"¡HEY, ESTÚPIDO!",1
"¡Ey, estúpido!",1
"¡Ey, estúpído!",1
"Hola, ¿cómo vas? Eres un pedazo de mierda.",1
"Buen día, espero que te caigas y te rompas la cabeza.",1
"Buenos días, que te jodan.",1
"Buenas tardes, ojalá te atragantes.",1
"Buenas noches, ojalá te mueras.",1
"¿Qué tal, cabrón? Chinga tu madre.",1
"¿Cómo te va, cabrón? Vete a la chingada.",1
"Saludos, ¿todo bien? Eres un pendejo.",1
"Buen día, ¿qué cuentas? Métete tu opinión por el culo.",1
"¡Hey, cómo estás! Me cago en tu vida.",1
"Hola, ¿cómo estás? Ojalá te ahogues en tu propia bilis.",1
"Buen día, espero que te atropelle un camión.",1
"Buenos días, espero que te parta un rayo.",1
"Buenas tardes, espero que te dé diarrea.",1
"Buenas noches, espero que te caigas de la cama.",1
"¿Qué tal, estúpido? Ojalá te muerdas la lengua.",1
"¿Cómo te va, imbécil? Ojalá te tropieces.",1
"Saludos, ¿todo bien? Ojalá te caiga un piano encima.",1
"Buen día, ¿qué cuentas? Ojalá te pise un elefante.",1
"¡Hey, qué pasa! Ojalá te dé un calambre.",1
"Hola, ¿cómo te va? Ojalá te dé un dolor de muelas.",1
"Buen día, ¿cómo estás? Ojalá te coman los mosquitos.",1
"Buenos días, ¿qué tal? Ojalá te dé urticaria.",1
"Buenas tardes, espero que te exploten los oídos.",1
"Buenas noches, espero que te roben.",1
"¿Qué pasa, idiota? Ojalá te quedes calvo.",1
"¿Cómo andas, tonto? Ojalá te deje tu pareja.",1
"Saludos, ¿cómo te va? Ojalá te caigas en un pozo.",1
"Buen día, ¿qué tal? Ojalá te dé un calambre.",1
"¡Hey, qué onda! Ojalá te pise un tren.",1
"Hola, ¿qué haces? Ojalá te pegue una gripe.",1
"Buen día, ¿cómo te va? Ojalá te mueras de aburrimiento.",1
"Buenos días, ¿qué cuentas? Ojalá te quedes sin trabajo.",1
"Buenas tardes, ¿cómo estás? Ojalá te pegue una infección.",1
"Buenas noches, ¿cómo te va? Ojalá te pierdas.",1
"¿Qué tal, amigo? Ojalá te pudras.",1
"¿Cómo te va, compañero? Ojalá te caiga un rayo.",1
"Saludos, ¿todo bien? Ojalá te desmayes.",1
"Buen día, ¿qué tal? Ojalá te aplaste un coche.",1
"¡Hey, cómo estás! Ojalá te mueras solo.",1
Este pinche tráfico me tiene hasta la madre.,1
No sé qué chingados estás pensando.,1
"Qué pedo con este desmadre, ¿no?",1
Me vale verga lo que digan los demás.,1
"No mames, ¿en serio crees que me importa?",1
"Esa vieja está bien culera, ¿no?",1
"Pinche cabrón, siempre llega tarde.",1
Chinga tu madre si no te gusta cómo lo hago.,1
"Vete a la chingada, ya me hartaste.",1
"Pónganse las pilas, bola de huevones.",1
"Hola, ¿cómo estás? Ojalá te ahogues en tu propia bilis.",1
"hola, ¿cómo estás? Ojalá te ahogues en tu propia bilis.",1
"HOLA, ¿CÓMO ESTÁS? OJALÁ TE AHOGUES EN TU PROPIA BILIS.",1
"Ola, ¿cómo estás? Ojala te ahogues en tu propia bilis.",1
"Holá, ¿cómo estás? Ojalá te ahogues en tu propia bilis.",1
"Buen día, espero que te atropelle un camión.",1
"buen día, espero que te atropelle un camión.",1
"BUEN DÍA, ESPERO QUE TE ATROPELLE UN CAMIÓN.",1
"Buen dia, espero ke te atropelle un camión.",1
"Buen día, espero que te atropelle un camion.",1
"Buenos días, espero que te parta un rayo.",1
"buenos días, espero que te parta un rayo.",1
"BUENOS DÍAS, ESPERO QUE TE PARTA UN RAYO.",1
"Buenos dias, espero que te parta un rayo.",1
"Buenos días, espero ke te parta un rayo.",1
"Buenas tardes, espero que te dé diarrea.",1
"buenas tardes, espero que te dé diarrea.",1
"BUENAS TARDES, ESPERO QUE TE DÉ DIARREA.",1
"Buenas tardes, espero ke te dé diarrea.",1
"Buenas tardes, espero que te dé diarrea.",1
"Buenas noches, espero que te caigas de la cama.",1
"buenas noches, espero que te caigas de la cama.",1
"BUENAS NOCHES, ESPERO QUE TE CAIGAS DE LA CAMA.",1
"Buenas noches, espero ke te caigas de la cama.",1
"Buenas noches, espero que te kaigas de la cama.",1
"¿Qué tal, estúpido? Ojalá te muerdas la lengua.",1
"¿qué tal, estúpido? Ojalá te muerdas la lengua.",1
"¿QUÉ TAL, ESTÚPIDO? OJALÁ TE MUERDAS LA LENGUA.",1
"¿Ké tal, estúpido? Ojalá te muerdas la lengua.",1
"¿Qué tal, estupido? Ojalá te muerdas la lengua.",1
"¿Cómo te va, imbécil? Ojalá te tropieces.",1
"¿cómo te va, imbécil? Ojalá te tropieces.",1
"¿CÓMO TE VA, IMBÉCIL? OJALÁ TE TROPIECES.",1
"¿Kómo te va, imbécil? Ojalá te tropieces.",1
"¿Kómo te va, imbézil? Ojalá te tropieces.",1
"Saludos, ¿todo bien? Ojalá te caiga un piano encima.",1
"saludos, ¿todo bien? Ojalá te caiga un piano encima.",1
"SALUDOS, ¿TODO BIEN? OJALÁ TE CAIGA UN PIANO ENCIMA.",1
"Saludos, ¿to2 bien? Ojalá te caiga un piano encima.",1
"Saludos, ¿t0d0 bien? Ojalá te caiga un piano encima.",1
"Buen día, ¿qué cuentas? Ojalá te pise un elefante.",1
"buen día, ¿qué cuentas? Ojalá te pise un elefante.",1
"BUEN DÍA, ¿QUÉ CUENTAS? OJALÁ TE PISE UN ELEFANTE.",1
"Buen dia, ¿qué cuentas? Ojala te pise un elefante.",1
"Buen día, ¿ké cuentas? Ojalá te pise un elefante.",1
"¡Hey, qué pasa! Ojalá te dé un calambre.",1
"¡hey, qué pasa! Ojalá te dé un calambre.",1
"¡HEY, QUÉ PASA! OJALÁ TE DÉ UN CALAMBRE.",1
"¡Ey, qué pasa! Ojalá te dé un calambre.",1
"¡Ey, ké pasa! Ojalá te dé un calambre.",1
"Hola, ¿qué tal? Eres un imbécil.",1
"Buen día, ¿cómo te va? Que te jodan.",1
"Buenos días, espero que te mueras de hambre.",1
"Buenas tardes, ojalá te caigas por las escaleras.",1
"Buenas noches, que te ahogues en tu vómito.",1
"¿Qué pasa, idiota? Ojalá te atropellen.",1
"¿Cómo andas, inútil? Ojalá te desmayes.",1
"Saludos, ¿cómo estás? Ojalá te rompas una pierna.",1
"Buen día, ¿qué tal? Que te parta un rayo.",1
"¡Hey, qué hay de nuevo! Eres una mierda.",1
"Hola, ¿cómo te sientes? Ojalá te dé una fiebre.",1
"Buen día, ¿cómo estás? Espero que te deshidrates.",1
"Buenos días, ¿qué hay de nuevo? Ojalá te dé un infarto.",1
"Buenas tardes, ¿qué haces? Ojalá te coman los perros.",1
"Buenas noches, espero que te roben el coche.",1
"¿Qué tal, estúpido? Ojalá te ahogues.",1
"¿Cómo te va, pendejo? Espero que te rompan la cara.",1
"Saludos, ¿cómo va todo? Ojalá te echen del trabajo.",1
"Buen día, ¿qué haces? Ojalá te caigas en un pozo.",1
"¡Hey, qué pasa! Ojalá te caiga un árbol encima.",1
"Hola, ¿cómo te va? Espero que te rompan la mandíbula.",1
"Buen día, ¿cómo estás? Ojalá te quiebres un brazo.",1
"Buenos días, ¿cómo te va? Que te atropelle un tren.",1
"Buenas tardes, ¿cómo andas? Espero que te asalten.",1
"Buenas noches, ¿cómo vas? Que te den por culo.",1
"¿Qué tal, estúpido? Espero que te desnuquen.",1
"¿Cómo te va, idiota? Ojalá te deshidrates.",1
"Saludos, ¿qué tal? Ojalá te rompas el cuello.",1
"Buen día, ¿qué hay de nuevo? Que te pegue una infección.",1
"¡Hey, cómo estás! Ojalá te pudras en el infierno.",1
"¡Chinga tu madre, no entiendo por qué siempre haces lo mismo!",1
Estoy hasta la madre de tus pinches mentiras.,1
"Pinche cabrón, no tienes ni idea de lo que estás hablando.",1
"No mames, ¿en serio piensas que eso tiene sentido?",1
Qué chingados haces aquí si no te importa nada.,1
"Vete a la verga, no quiero verte cerca de mí.",1
Me caga que siempre estés de mamón con todo.,1
"Esa vieja está bien culera, ni sé cómo te gusta.",1
"Chingado, siempre la misma pendejada con este tipo.",1
"Qué pedo con ese wey, parece que no tiene cerebro.",1
"Hello, how's it going? Hope you have a heart attack.",1
"Good morning, how are you? Hope dogs eat you alive.",1
"Good afternoon, how's it going? Hope your car gets stolen.",1
"Good evening, how are you? Hope you choke.",1
